seq,sample,rel_ab,Kingdom,Phylum,Class,Order,Family,Genus,Species,date,media,timepoint,notes
f2eca23f19e371515c5834d8d91556f2,c_B,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,0,restart innoculum (accidentally burst new membranes and had to start over)
f2eca23f19e371515c5834d8d91556f2,c_D,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,21,
f2eca23f19e371515c5834d8d91556f2,c_E,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,35,some biomass from orignal innoculum added to the reactor day 31
f2eca23f19e371515c5834d8d91556f2,c_F,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,49,
f2eca23f19e371515c5834d8d91556f2,c_G,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,63,
f2eca23f19e371515c5834d8d91556f2,c_H,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,67,
f2eca23f19e371515c5834d8d91556f2,c_I,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,79,
f2eca23f19e371515c5834d8d91556f2,c_J,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,91,
f2eca23f19e371515c5834d8d91556f2,c_K,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,105,
f2eca23f19e371515c5834d8d91556f2,c_Kb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,105,biofilm
f2eca23f19e371515c5834d8d91556f2,c_L,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,119,
f2eca23f19e371515c5834d8d91556f2,c_M,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,135,
f2eca23f19e371515c5834d8d91556f2,c_Nb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,149,"biofilm, no suspended available"
f2eca23f19e371515c5834d8d91556f2,c_O,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,161,
f2eca23f19e371515c5834d8d91556f2,c_Ob,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,161,biofilm
f2eca23f19e371515c5834d8d91556f2,c_P,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,175,
f2eca23f19e371515c5834d8d91556f2,c_Pb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,175,biofilm
f2eca23f19e371515c5834d8d91556f2,c_Q,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,189,
f2eca23f19e371515c5834d8d91556f2,c_Qb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,189,biofilm
f2eca23f19e371515c5834d8d91556f2,c_S,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,203,
f2eca23f19e371515c5834d8d91556f2,c_Sb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,203,biofilm
f2eca23f19e371515c5834d8d91556f2,c_T,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,217,
f2eca23f19e371515c5834d8d91556f2,c_Tb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,217,biofilm
f2eca23f19e371515c5834d8d91556f2,c_U,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,231,
f2eca23f19e371515c5834d8d91556f2,c_V,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,260,
f2eca23f19e371515c5834d8d91556f2,c_W,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,273,
f2eca23f19e371515c5834d8d91556f2,c_Wb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,273,biofilm
f2eca23f19e371515c5834d8d91556f2,c_X,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,287,
f2eca23f19e371515c5834d8d91556f2,c_Xb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,287,biofilm
f2eca23f19e371515c5834d8d91556f2,c_Y,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,301,
f2eca23f19e371515c5834d8d91556f2,c_Yb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,301,biofilm
f2eca23f19e371515c5834d8d91556f2,c_Z,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,315,
f2eca23f19e371515c5834d8d91556f2,c_Zb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,315,biofilm
f2eca23f19e371515c5834d8d91556f2,c_AA,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,330,
f2eca23f19e371515c5834d8d91556f2,c_AAb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,330,biofilm
f2eca23f19e371515c5834d8d91556f2,c_AB,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,344,
f2eca23f19e371515c5834d8d91556f2,c_ABb,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,344,biofilm
f2eca23f19e371515c5834d8d91556f2,c_AC,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,349,almost certainly biofilm knocked loose while removing membranes
f2eca23f19e371515c5834d8d91556f2,c_ACb,0.006888713,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,349,biofilm remaining after some had been knocked loose
f2eca23f19e371515c5834d8d91556f2,c_ACs,0.0,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_11763,,,349,liquid/gas separator biofilm from sidewalls
e2de439974819eff732dbf1e514ee6d3,c_A,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,-16,"innoculum, from Stickney"
e2de439974819eff732dbf1e514ee6d3,c_B,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,0,restart innoculum (accidentally burst new membranes and had to start over)
e2de439974819eff732dbf1e514ee6d3,c_D,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,21,
e2de439974819eff732dbf1e514ee6d3,c_E,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,35,some biomass from orignal innoculum added to the reactor day 31
e2de439974819eff732dbf1e514ee6d3,c_F,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,49,
e2de439974819eff732dbf1e514ee6d3,c_G,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,63,
e2de439974819eff732dbf1e514ee6d3,c_H,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,67,
e2de439974819eff732dbf1e514ee6d3,c_I,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,79,
e2de439974819eff732dbf1e514ee6d3,c_J,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,91,
e2de439974819eff732dbf1e514ee6d3,c_K,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,105,
e2de439974819eff732dbf1e514ee6d3,c_Kb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,105,biofilm
e2de439974819eff732dbf1e514ee6d3,c_L,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,119,
e2de439974819eff732dbf1e514ee6d3,c_M,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,135,
e2de439974819eff732dbf1e514ee6d3,c_Nb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,149,"biofilm, no suspended available"
e2de439974819eff732dbf1e514ee6d3,c_O,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,161,
e2de439974819eff732dbf1e514ee6d3,c_Ob,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,161,biofilm
e2de439974819eff732dbf1e514ee6d3,c_P,0.004762358,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,175,
e2de439974819eff732dbf1e514ee6d3,c_Pb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,175,biofilm
e2de439974819eff732dbf1e514ee6d3,c_Q,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,189,
e2de439974819eff732dbf1e514ee6d3,c_Qb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,189,biofilm
e2de439974819eff732dbf1e514ee6d3,c_S,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,203,
e2de439974819eff732dbf1e514ee6d3,c_Sb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,203,biofilm
e2de439974819eff732dbf1e514ee6d3,c_T,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,217,
e2de439974819eff732dbf1e514ee6d3,c_Tb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,217,biofilm
e2de439974819eff732dbf1e514ee6d3,c_U,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,231,
e2de439974819eff732dbf1e514ee6d3,c_V,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,260,
e2de439974819eff732dbf1e514ee6d3,c_W,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,273,
e2de439974819eff732dbf1e514ee6d3,c_Wb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,273,biofilm
e2de439974819eff732dbf1e514ee6d3,c_X,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,287,
e2de439974819eff732dbf1e514ee6d3,c_Xb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,287,biofilm
e2de439974819eff732dbf1e514ee6d3,c_Y,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,301,
e2de439974819eff732dbf1e514ee6d3,c_Yb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,301,biofilm
e2de439974819eff732dbf1e514ee6d3,c_Z,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,315,
e2de439974819eff732dbf1e514ee6d3,c_Zb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,315,biofilm
e2de439974819eff732dbf1e514ee6d3,c_AA,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,330,
e2de439974819eff732dbf1e514ee6d3,c_AAb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,330,biofilm
e2de439974819eff732dbf1e514ee6d3,c_AB,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,344,
e2de439974819eff732dbf1e514ee6d3,c_ABb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,344,biofilm
e2de439974819eff732dbf1e514ee6d3,c_AC,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,349,almost certainly biofilm knocked loose while removing membranes
e2de439974819eff732dbf1e514ee6d3,c_ACb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,349,biofilm remaining after some had been knocked loose
e2de439974819eff732dbf1e514ee6d3,c_ACs,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus_baarsii,,,349,liquid/gas separator biofilm from sidewalls
b67287017aa2c93a12ef525d82734d9b,c_A,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,-16,"innoculum, from Stickney"
b67287017aa2c93a12ef525d82734d9b,c_B,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,0,restart innoculum (accidentally burst new membranes and had to start over)
b67287017aa2c93a12ef525d82734d9b,c_D,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,21,
b67287017aa2c93a12ef525d82734d9b,c_E,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,35,some biomass from orignal innoculum added to the reactor day 31
b67287017aa2c93a12ef525d82734d9b,c_F,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,49,
b67287017aa2c93a12ef525d82734d9b,c_G,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,63,
b67287017aa2c93a12ef525d82734d9b,c_H,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,67,
b67287017aa2c93a12ef525d82734d9b,c_I,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,79,
b67287017aa2c93a12ef525d82734d9b,c_J,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,91,
b67287017aa2c93a12ef525d82734d9b,c_K,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,105,
b67287017aa2c93a12ef525d82734d9b,c_Kb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,105,biofilm
b67287017aa2c93a12ef525d82734d9b,c_L,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,119,
b67287017aa2c93a12ef525d82734d9b,c_M,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,135,
b67287017aa2c93a12ef525d82734d9b,c_Nb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,149,"biofilm, no suspended available"
b67287017aa2c93a12ef525d82734d9b,c_O,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,161,
b67287017aa2c93a12ef525d82734d9b,c_Ob,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,161,biofilm
b67287017aa2c93a12ef525d82734d9b,c_P,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,175,
b67287017aa2c93a12ef525d82734d9b,c_Pb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,175,biofilm
b67287017aa2c93a12ef525d82734d9b,c_Q,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,189,
b67287017aa2c93a12ef525d82734d9b,c_Qb,0.049685326,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,189,biofilm
b67287017aa2c93a12ef525d82734d9b,c_S,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,203,
b67287017aa2c93a12ef525d82734d9b,c_Sb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,203,biofilm
b67287017aa2c93a12ef525d82734d9b,c_T,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,217,
b67287017aa2c93a12ef525d82734d9b,c_Tb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,217,biofilm
b67287017aa2c93a12ef525d82734d9b,c_U,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,231,
b67287017aa2c93a12ef525d82734d9b,c_V,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,260,
b67287017aa2c93a12ef525d82734d9b,c_W,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,273,
b67287017aa2c93a12ef525d82734d9b,c_Wb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,273,biofilm
b67287017aa2c93a12ef525d82734d9b,c_X,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,287,
b67287017aa2c93a12ef525d82734d9b,c_Xb,0.016820386,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,287,biofilm
b67287017aa2c93a12ef525d82734d9b,c_Y,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,301,
b67287017aa2c93a12ef525d82734d9b,c_Yb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,301,biofilm
b67287017aa2c93a12ef525d82734d9b,c_Z,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,315,
b67287017aa2c93a12ef525d82734d9b,c_Zb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,315,biofilm
b67287017aa2c93a12ef525d82734d9b,c_AA,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,330,
b67287017aa2c93a12ef525d82734d9b,c_AAb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,330,biofilm
b67287017aa2c93a12ef525d82734d9b,c_AB,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,344,
b67287017aa2c93a12ef525d82734d9b,c_ABb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,344,biofilm
b67287017aa2c93a12ef525d82734d9b,c_AC,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,349,almost certainly biofilm knocked loose while removing membranes
b67287017aa2c93a12ef525d82734d9b,c_ACb,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,349,biofilm remaining after some had been knocked loose
b67287017aa2c93a12ef525d82734d9b,c_ACs,0.0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,midas_g_114539,midas_s_114539,,,349,liquid/gas separator biofilm from sidewalls
8bcfe3036c0a6bdf5362b8e0b60e7392,c_A,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,-16,"innoculum, from Stickney"
8bcfe3036c0a6bdf5362b8e0b60e7392,c_B,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,0,restart innoculum (accidentally burst new membranes and had to start over)
8bcfe3036c0a6bdf5362b8e0b60e7392,c_D,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,21,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_E,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,35,some biomass from orignal innoculum added to the reactor day 31
8bcfe3036c0a6bdf5362b8e0b60e7392,c_F,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,49,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_G,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,63,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_H,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,67,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_I,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,79,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_J,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,91,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_K,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,105,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Kb,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,105,biofilm
8bcfe3036c0a6bdf5362b8e0b60e7392,c_L,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,119,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_M,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,135,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Nb,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,149,"biofilm, no suspended available"
8bcfe3036c0a6bdf5362b8e0b60e7392,c_O,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,161,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Ob,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,161,biofilm
8bcfe3036c0a6bdf5362b8e0b60e7392,c_P,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,175,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Pb,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,175,biofilm
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Q,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,189,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Qb,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,189,biofilm
8bcfe3036c0a6bdf5362b8e0b60e7392,c_S,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,203,
8bcfe3036c0a6bdf5362b8e0b60e7392,c_Sb,0.0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_91084,midas_s_91084,,,203,biofilm
